text_id,text,label,source_type,created_at,clean_text
orange-0042,A community member asks if recent security warnings from OpenGate are legitimate.,orange,support_thread,2026-02-12,a community member asks if recent security warnings from opengate are legitimate
orange-0065,Some customers mention suspicious emails that look similar to CloudDesk notifications.,orange,review,2026-02-26,some customers mention suspicious emails that look similar to clouddesk notifications
red-0166,A paste site appears to expose internal tokens connected to OpenGate environments.,red,support_thread,2026-01-09,a paste site appears to expose internal tokens connected to opengate environments
green-0191,The company announced a new interface update for BrightPanel with minor usability changes.,green,forum,2026-03-20,the company announced a new interface update for brightpanel with minor usability changes
green-0190,Users discuss preferred dashboard layouts and reporting exports in SecureHub.,green,forum,2026-04-30,users discuss preferred dashboard layouts and reporting exports in securehub
green-0048,A customer shares a positive onboarding experience with the MarketBoard support team.,green,forum,2026-03-23,a customer shares a positive onboarding experience with the marketboard support team
orange-0126,A growing thread complains about delayed account verification on CloudDesk.,orange,forum,2026-04-17,a growing thread complains about delayed account verification on clouddesk
orange-0154,Posts about SecureHub show rising frustration after unexplained session timeouts.,orange,support_thread,2026-03-06,posts about securehub show rising frustration after unexplained session timeouts
red-0090,A public message threatens to publish private customer data from PayLink tonight.,red,news,2026-04-05,a public message threatens to publish private customer data from paylink tonight
red-0023,A paste site appears to expose internal tokens connected to MarketBoard environments.,red,public_post,2026-01-09,a paste site appears to expose internal tokens connected to marketboard environments
green-0104,A public article compares pricing options for several productivity platforms.,green,review,2026-03-12,a public article compares pricing options for several productivity platforms
green-0092,A user asks how to change notification settings in the MarketBoard mobile app.,green,public_post,2026-02-27,a user asks how to change notification settings in the marketboard mobile app
orange-0024,A support forum shows a sudden increase in complaints about blocked accounts on BrightPanel.,orange,support_thread,2026-04-15,a support forum shows a sudden increase in complaints about blocked accounts on brightpanel
orange-0079,A support forum shows a sudden increase in complaints about blocked accounts on DataPilot.,orange,review,2026-04-14,a support forum shows a sudden increase in complaints about blocked accounts on datapilot
orange-0082,A public review mentions unexpected payment declines and asks whether others saw the same issue.,orange,news,2026-04-12,a public review mentions unexpected payment declines and asks whether others saw the same issue
red-0153,Community moderators warn that attackers are actively bypassing two-factor checks on OpenGate.,red,news,2026-02-13,community moderators warn that attackers are actively bypassing two factor checks on opengate
red-0174,A paste site appears to expose internal tokens connected to OpenGate environments.,red,news,2026-01-04,a paste site appears to expose internal tokens connected to opengate environments
red-0025,A paste site appears to expose internal tokens connected to DataPilot environments.,red,review,2026-01-19,a paste site appears to expose internal tokens connected to datapilot environments
orange-0004,"Users describe repeated password reset messages, but no confirmed breach is reported.",orange,forum,2026-03-26,users describe repeated password reset messages but no confirmed breach is reported
orange-0149,Several users report unusual login prompts when trying to access SecureHub.,orange,support_thread,2026-02-20,several users report unusual login prompts when trying to access securehub
green-0157,A user asks how to change notification settings in the BrightPanel mobile app.,green,forum,2026-03-27,a user asks how to change notification settings in the brightpanel mobile app
red-0146,A public message threatens to publish private customer data from BrightPanel tonight.,red,forum,2026-03-04,a public message threatens to publish private customer data from brightpanel tonight
orange-0147,A growing thread complains about delayed account verification on OpenGate.,orange,forum,2026-02-25,a growing thread complains about delayed account verification on opengate
orange-0166,"Users describe repeated password reset messages, but no confirmed breach is reported.",orange,review,2026-01-19,users describe repeated password reset messages but no confirmed breach is reported
red-0016,Several users claim that BrightPanel access was compromised after a suspicious reset campaign.,red,news,2026-02-05,several users claim that brightpanel access was compromised after a suspicious reset campaign
green-0027,The company announced a new interface update for BrightPanel with minor usability changes.,green,review,2026-02-17,the company announced a new interface update for brightpanel with minor usability changes
orange-0039,A public review mentions unexpected payment declines and asks whether others saw the same issue.,orange,forum,2026-04-16,a public review mentions unexpected payment declines and asks whether others saw the same issue
orange-0074,Several users report unusual login prompts when trying to access MarketBoard.,orange,news,2026-04-11,several users report unusual login prompts when trying to access marketboard
green-0029,The release notes describe visual improvements and accessibility fixes.,green,forum,2026-04-04,the release notes describe visual improvements and accessibility fixes
orange-0011,"Users describe repeated password reset messages, but no confirmed breach is reported.",orange,review,2026-04-27,users describe repeated password reset messages but no confirmed breach is reported
orange-0168,A growing thread complains about delayed account verification on PayLink.,orange,news,2026-04-09,a growing thread complains about delayed account verification on paylink
orange-0081,Some customers mention suspicious emails that look similar to SecureHub notifications.,orange,news,2026-04-21,some customers mention suspicious emails that look similar to securehub notifications
green-0148,The weekly newsletter highlights upcoming product webinars and customer stories.,green,forum,2026-04-23,the weekly newsletter highlights upcoming product webinars and customer stories
red-0071,Several users claim that SecureHub access was compromised after a suspicious reset campaign.,red,forum,2026-02-21,several users claim that securehub access was compromised after a suspicious reset campaign
green-0026,A user asks how to change notification settings in the Northstar mobile app.,green,news,2026-02-19,a user asks how to change notification settings in the northstar mobile app
green-0054,The release notes describe visual improvements and accessibility fixes.,green,forum,2026-02-26,the release notes describe visual improvements and accessibility fixes
green-0074,The company announced a new interface update for CloudDesk with minor usability changes.,green,public_post,2026-03-08,the company announced a new interface update for clouddesk with minor usability changes
red-0105,A paste site appears to expose internal tokens connected to OpenGate environments.,red,forum,2026-02-05,a paste site appears to expose internal tokens connected to opengate environments
orange-0193,"Users describe repeated password reset messages, but no confirmed breach is reported.",orange,public_post,2026-01-18,users describe repeated password reset messages but no confirmed breach is reported
green-0089,The weekly newsletter highlights upcoming product webinars and customer stories.,green,review,2026-04-21,the weekly newsletter highlights upcoming product webinars and customer stories
red-0030,Several users claim that PayLink access was compromised after a suspicious reset campaign.,red,public_post,2026-03-22,several users claim that paylink access was compromised after a suspicious reset campaign
orange-0009,A community member asks if recent security warnings from CloudDesk are legitimate.,orange,public_post,2026-03-29,a community member asks if recent security warnings from clouddesk are legitimate
green-0039,A customer shares a positive onboarding experience with the BrightPanel support team.,green,news,2026-04-06,a customer shares a positive onboarding experience with the brightpanel support team
green-0108,The release notes describe visual improvements and accessibility fixes.,green,support_thread,2026-01-26,the release notes describe visual improvements and accessibility fixes
orange-0001,Posts about DataPilot show rising frustration after unexplained session timeouts.,orange,news,2026-04-27,posts about datapilot show rising frustration after unexplained session timeouts
green-0146,The weekly newsletter highlights upcoming product webinars and customer stories.,green,public_post,2026-04-23,the weekly newsletter highlights upcoming product webinars and customer stories
orange-0118,A public review mentions unexpected payment declines and asks whether others saw the same issue.,orange,support_thread,2026-03-18,a public review mentions unexpected payment declines and asks whether others saw the same issue
red-0068,Public post mentions leaked OpenGate credentials and active exploitation attempts.,red,forum,2026-01-08,public post mentions leaked opengate credentials and active exploitation attempts
orange-0036,Posts about DataPilot show rising frustration after unexplained session timeouts.,orange,public_post,2026-03-02,posts about datapilot show rising frustration after unexplained session timeouts
red-0119,Public post mentions leaked MarketBoard credentials and active exploitation attempts.,red,public_post,2026-02-06,public post mentions leaked marketboard credentials and active exploitation attempts
red-0081,A forum thread shares administrator passwords related to DataPilot and asks others to test them.,red,support_thread,2026-04-17,a forum thread shares administrator passwords related to datapilot and asks others to test them
red-0150,Public post mentions leaked CloudDesk credentials and active exploitation attempts.,red,news,2026-03-24,public post mentions leaked clouddesk credentials and active exploitation attempts
orange-0016,Several users report unusual login prompts when trying to access BrightPanel.,orange,review,2026-04-05,several users report unusual login prompts when trying to access brightpanel
red-0189,A public message threatens to publish private customer data from MarketBoard tonight.,red,public_post,2026-01-13,a public message threatens to publish private customer data from marketboard tonight
green-0098,A blog post explains basic account settings and profile customization.,green,support_thread,2026-01-28,a blog post explains basic account settings and profile customization
orange-0160,A community member asks if recent security warnings from OpenGate are legitimate.,orange,news,2026-01-12,a community member asks if recent security warnings from opengate are legitimate
green-0018,A customer shares a positive onboarding experience with the CloudDesk support team.,green,review,2026-04-10,a customer shares a positive onboarding experience with the clouddesk support team
red-0045,Multiple reports describe unauthorized withdrawals after account takeover on MarketBoard.,red,review,2026-02-21,multiple reports describe unauthorized withdrawals after account takeover on marketboard
orange-0192,"Users describe repeated password reset messages, but no confirmed breach is reported.",orange,news,2026-04-09,users describe repeated password reset messages but no confirmed breach is reported
red-0076,Community moderators warn that attackers are actively bypassing two-factor checks on OpenGate.,red,forum,2026-04-29,community moderators warn that attackers are actively bypassing two factor checks on opengate
green-0021,A blog post explains basic account settings and profile customization.,green,news,2026-01-15,a blog post explains basic account settings and profile customization
red-0020,A paste site appears to expose internal tokens connected to MarketBoard environments.,red,support_thread,2026-04-29,a paste site appears to expose internal tokens connected to marketboard environments
green-0136,Users discuss preferred dashboard layouts and reporting exports in DataPilot.,green,public_post,2026-01-28,users discuss preferred dashboard layouts and reporting exports in datapilot
green-0150,A user asks how to change notification settings in the OpenGate mobile app.,green,news,2026-02-06,a user asks how to change notification settings in the opengate mobile app
orange-0176,Posts about DataPilot show rising frustration after unexplained session timeouts.,orange,support_thread,2026-03-16,posts about datapilot show rising frustration after unexplained session timeouts
orange-0097,A public review mentions unexpected payment declines and asks whether others saw the same issue.,orange,review,2026-02-20,a public review mentions unexpected payment declines and asks whether others saw the same issue
orange-0130,Posts about Northstar show rising frustration after unexplained session timeouts.,orange,support_thread,2026-02-06,posts about northstar show rising frustration after unexplained session timeouts
red-0164,Several users claim that SecureHub access was compromised after a suspicious reset campaign.,red,review,2026-01-14,several users claim that securehub access was compromised after a suspicious reset campaign
red-0187,Several users claim that SecureHub access was compromised after a suspicious reset campaign.,red,forum,2026-02-10,several users claim that securehub access was compromised after a suspicious reset campaign
orange-0076,A growing thread complains about delayed account verification on MarketBoard.,orange,news,2026-02-11,a growing thread complains about delayed account verification on marketboard
green-0172,A public article compares pricing options for several productivity platforms.,green,review,2026-01-22,a public article compares pricing options for several productivity platforms
red-0199,A public message threatens to publish private customer data from CloudDesk tonight.,red,forum,2026-02-01,a public message threatens to publish private customer data from clouddesk tonight
green-0116,The release notes describe visual improvements and accessibility fixes.,green,forum,2026-03-28,the release notes describe visual improvements and accessibility fixes
red-0154,A public message threatens to publish private customer data from BrightPanel tonight.,red,forum,2026-02-02,a public message threatens to publish private customer data from brightpanel tonight
green-0183,A customer shares a positive onboarding experience with the OpenGate support team.,green,news,2026-04-25,a customer shares a positive onboarding experience with the opengate support team
orange-0144,Several users report unusual login prompts when trying to access CloudDesk.,orange,news,2026-02-04,several users report unusual login prompts when trying to access clouddesk
red-0132,Users report confirmed malware links sent through official-looking DataPilot support messages.,red,support_thread,2026-03-20,users report confirmed malware links sent through official looking datapilot support messages
red-0188,A forum thread shares administrator passwords related to SecureHub and asks others to test them.,red,news,2026-01-28,a forum thread shares administrator passwords related to securehub and asks others to test them
red-0007,A public message threatens to publish private customer data from Northstar tonight.,red,public_post,2026-04-08,a public message threatens to publish private customer data from northstar tonight
orange-0123,Posts about BrightPanel show rising frustration after unexplained session timeouts.,orange,forum,2026-04-04,posts about brightpanel show rising frustration after unexplained session timeouts
red-0072,Multiple reports describe unauthorized withdrawals after account takeover on Northstar.,red,forum,2026-03-21,multiple reports describe unauthorized withdrawals after account takeover on northstar
green-0076,A public article compares pricing options for several productivity platforms.,green,support_thread,2026-05-01,a public article compares pricing options for several productivity platforms
orange-0132,"Users describe repeated password reset messages, but no confirmed breach is reported.",orange,news,2026-03-26,users describe repeated password reset messages but no confirmed breach is reported
orange-0049,A growing thread complains about delayed account verification on DataPilot.,orange,public_post,2026-01-02,a growing thread complains about delayed account verification on datapilot
green-0181,A user asks how to change notification settings in the DataPilot mobile app.,green,review,2026-01-05,a user asks how to change notification settings in the datapilot mobile app
orange-0159,Several users report unusual login prompts when trying to access OpenGate.,orange,support_thread,2026-01-22,several users report unusual login prompts when trying to access opengate
red-0052,A forum thread shares administrator passwords related to DataPilot and asks others to test them.,red,news,2026-02-01,a forum thread shares administrator passwords related to datapilot and asks others to test them
green-0053,The company announced a new interface update for PayLink with minor usability changes.,green,news,2026-03-28,the company announced a new interface update for paylink with minor usability changes
red-0057,Several users claim that SecureHub access was compromised after a suspicious reset campaign.,red,public_post,2026-01-25,several users claim that securehub access was compromised after a suspicious reset campaign
green-0113,The release notes describe visual improvements and accessibility fixes.,green,support_thread,2026-02-20,the release notes describe visual improvements and accessibility fixes
orange-0086,A community member asks if recent security warnings from Northstar are legitimate.,orange,support_thread,2026-03-21,a community member asks if recent security warnings from northstar are legitimate
green-0189,A public article compares pricing options for several productivity platforms.,green,public_post,2026-02-14,a public article compares pricing options for several productivity platforms
orange-0158,Posts about MarketBoard show rising frustration after unexplained session timeouts.,orange,news,2026-01-15,posts about marketboard show rising frustration after unexplained session timeouts
orange-0184,Several users report unusual login prompts when trying to access OpenGate.,orange,review,2026-01-09,several users report unusual login prompts when trying to access opengate
red-0130,Community moderators warn that attackers are actively bypassing two-factor checks on Northstar.,red,public_post,2026-03-13,community moderators warn that attackers are actively bypassing two factor checks on northstar
red-0069,Community moderators warn that attackers are actively bypassing two-factor checks on PayLink.,red,support_thread,2026-01-08,community moderators warn that attackers are actively bypassing two factor checks on paylink
orange-0139,Posts about CloudDesk show rising frustration after unexplained session timeouts.,orange,forum,2026-01-19,posts about clouddesk show rising frustration after unexplained session timeouts
orange-0112,A growing thread complains about delayed account verification on DataPilot.,orange,public_post,2026-03-06,a growing thread complains about delayed account verification on datapilot
red-0138,Several users claim that PayLink access was compromised after a suspicious reset campaign.,red,public_post,2026-01-20,several users claim that paylink access was compromised after a suspicious reset campaign
red-0107,A paste site appears to expose internal tokens connected to OpenGate environments.,red,forum,2026-05-01,a paste site appears to expose internal tokens connected to opengate environments
green-0086,A customer shares a positive onboarding experience with the MarketBoard support team.,green,forum,2026-02-28,a customer shares a positive onboarding experience with the marketboard support team
green-0037,A public article compares pricing options for several productivity platforms.,green,forum,2026-02-15,a public article compares pricing options for several productivity platforms
green-0022,The company announced a new interface update for SecureHub with minor usability changes.,green,public_post,2026-04-02,the company announced a new interface update for securehub with minor usability changes
red-0039,Several users claim that OpenGate access was compromised after a suspicious reset campaign.,red,review,2026-04-23,several users claim that opengate access was compromised after a suspicious reset campaign
orange-0026,A support forum shows a sudden increase in complaints about blocked accounts on OpenGate.,orange,news,2026-01-15,a support forum shows a sudden increase in complaints about blocked accounts on opengate
red-0015,A public message threatens to publish private customer data from CloudDesk tonight.,red,public_post,2026-04-20,a public message threatens to publish private customer data from clouddesk tonight
orange-0148,A support forum shows a sudden increase in complaints about blocked accounts on DataPilot.,orange,review,2026-03-09,a support forum shows a sudden increase in complaints about blocked accounts on datapilot
green-0178,A customer shares a positive onboarding experience with the MarketBoard support team.,green,forum,2026-04-15,a customer shares a positive onboarding experience with the marketboard support team
orange-0092,A public review mentions unexpected payment declines and asks whether others saw the same issue.,orange,public_post,2026-03-17,a public review mentions unexpected payment declines and asks whether others saw the same issue
red-0095,Users report confirmed malware links sent through official-looking SecureHub support messages.,red,public_post,2026-03-29,users report confirmed malware links sent through official looking securehub support messages
orange-0041,A community member asks if recent security warnings from PayLink are legitimate.,orange,support_thread,2026-02-27,a community member asks if recent security warnings from paylink are legitimate
orange-0143,A growing thread complains about delayed account verification on Northstar.,orange,public_post,2026-01-20,a growing thread complains about delayed account verification on northstar
red-0120,A paste site appears to expose internal tokens connected to OpenGate environments.,red,news,2026-03-01,a paste site appears to expose internal tokens connected to opengate environments
orange-0053,Posts about OpenGate show rising frustration after unexplained session timeouts.,orange,news,2026-03-22,posts about opengate show rising frustration after unexplained session timeouts
orange-0167,"Users describe repeated password reset messages, but no confirmed breach is reported.",orange,public_post,2026-03-19,users describe repeated password reset messages but no confirmed breach is reported
red-0043,A forum thread shares administrator passwords related to MarketBoard and asks others to test them.,red,support_thread,2026-03-09,a forum thread shares administrator passwords related to marketboard and asks others to test them
green-0047,The release notes describe visual improvements and accessibility fixes.,green,review,2026-01-06,the release notes describe visual improvements and accessibility fixes
orange-0094,Posts about MarketBoard show rising frustration after unexplained session timeouts.,orange,review,2026-01-05,posts about marketboard show rising frustration after unexplained session timeouts
orange-0109,Several users report unusual login prompts when trying to access PayLink.,orange,forum,2026-02-03,several users report unusual login prompts when trying to access paylink
green-0144,The release notes describe visual improvements and accessibility fixes.,green,forum,2026-03-24,the release notes describe visual improvements and accessibility fixes
red-0159,Community moderators warn that attackers are actively bypassing two-factor checks on CloudDesk.,red,public_post,2026-03-14,community moderators warn that attackers are actively bypassing two factor checks on clouddesk
green-0041,A blog post explains basic account settings and profile customization.,green,support_thread,2026-04-29,a blog post explains basic account settings and profile customization
green-0175,A blog post explains basic account settings and profile customization.,green,public_post,2026-02-28,a blog post explains basic account settings and profile customization
green-0193,The company announced a new interface update for DataPilot with minor usability changes.,green,forum,2026-03-18,the company announced a new interface update for datapilot with minor usability changes
orange-0038,Some customers mention suspicious emails that look similar to CloudDesk notifications.,orange,news,2026-02-05,some customers mention suspicious emails that look similar to clouddesk notifications
orange-0007,A community member asks if recent security warnings from DataPilot are legitimate.,orange,forum,2026-02-07,a community member asks if recent security warnings from datapilot are legitimate
orange-0185,A growing thread complains about delayed account verification on BrightPanel.,orange,review,2026-02-06,a growing thread complains about delayed account verification on brightpanel
red-0108,Several users claim that MarketBoard access was compromised after a suspicious reset campaign.,red,support_thread,2026-01-23,several users claim that marketboard access was compromised after a suspicious reset campaign
green-0109,A customer shares a positive onboarding experience with the Northstar support team.,green,forum,2026-01-06,a customer shares a positive onboarding experience with the northstar support team
red-0167,Users report confirmed malware links sent through official-looking Northstar support messages.,red,news,2026-04-19,users report confirmed malware links sent through official looking northstar support messages
green-0161,The release notes describe visual improvements and accessibility fixes.,green,support_thread,2026-03-16,the release notes describe visual improvements and accessibility fixes
green-0023,Users discuss preferred dashboard layouts and reporting exports in BrightPanel.,green,support_thread,2026-01-01,users discuss preferred dashboard layouts and reporting exports in brightpanel
red-0092,A forum thread shares administrator passwords related to Northstar and asks others to test them.,red,review,2026-04-17,a forum thread shares administrator passwords related to northstar and asks others to test them
green-0044,Users discuss preferred dashboard layouts and reporting exports in OpenGate.,green,forum,2026-01-14,users discuss preferred dashboard layouts and reporting exports in opengate
red-0032,Community moderators warn that attackers are actively bypassing two-factor checks on MarketBoard.,red,forum,2026-03-12,community moderators warn that attackers are actively bypassing two factor checks on marketboard
orange-0084,A community member asks if recent security warnings from OpenGate are legitimate.,orange,review,2026-03-28,a community member asks if recent security warnings from opengate are legitimate
green-0125,A public article compares pricing options for several productivity platforms.,green,news,2026-03-26,a public article compares pricing options for several productivity platforms
green-0055,The weekly newsletter highlights upcoming product webinars and customer stories.,green,review,2026-02-20,the weekly newsletter highlights upcoming product webinars and customer stories
red-0018,Multiple reports describe unauthorized withdrawals after account takeover on MarketBoard.,red,forum,2026-03-31,multiple reports describe unauthorized withdrawals after account takeover on marketboard
green-0134,The weekly newsletter highlights upcoming product webinars and customer stories.,green,review,2026-01-06,the weekly newsletter highlights upcoming product webinars and customer stories
red-0110,A paste site appears to expose internal tokens connected to OpenGate environments.,red,review,2026-04-04,a paste site appears to expose internal tokens connected to opengate environments
green-0096,A blog post explains basic account settings and profile customization.,green,review,2026-03-05,a blog post explains basic account settings and profile customization
orange-0060,Some customers mention suspicious emails that look similar to PayLink notifications.,orange,forum,2026-01-23,some customers mention suspicious emails that look similar to paylink notifications
green-0015,The weekly newsletter highlights upcoming product webinars and customer stories.,green,support_thread,2026-02-27,the weekly newsletter highlights upcoming product webinars and customer stories
green-0103,The release notes describe visual improvements and accessibility fixes.,green,forum,2026-02-21,the release notes describe visual improvements and accessibility fixes
green-0009,A blog post explains basic account settings and profile customization.,green,forum,2026-04-30,a blog post explains basic account settings and profile customization
red-0162,A public message threatens to publish private customer data from CloudDesk tonight.,red,forum,2026-03-16,a public message threatens to publish private customer data from clouddesk tonight
orange-0020,A support forum shows a sudden increase in complaints about blocked accounts on PayLink.,orange,news,2026-03-16,a support forum shows a sudden increase in complaints about blocked accounts on paylink
orange-0068,A community member asks if recent security warnings from CloudDesk are legitimate.,orange,news,2026-01-31,a community member asks if recent security warnings from clouddesk are legitimate
red-0096,Several users claim that OpenGate access was compromised after a suspicious reset campaign.,red,support_thread,2026-04-10,several users claim that opengate access was compromised after a suspicious reset campaign
orange-0031,A growing thread complains about delayed account verification on Northstar.,orange,support_thread,2026-03-22,a growing thread complains about delayed account verification on northstar
green-0014,The weekly newsletter highlights upcoming product webinars and customer stories.,green,news,2026-02-06,the weekly newsletter highlights upcoming product webinars and customer stories
orange-0198,Several users report unusual login prompts when trying to access BrightPanel.,orange,public_post,2026-02-16,several users report unusual login prompts when trying to access brightpanel
red-0127,Multiple reports describe unauthorized withdrawals after account takeover on BrightPanel.,red,news,2026-03-05,multiple reports describe unauthorized withdrawals after account takeover on brightpanel
orange-0061,Posts about SecureHub show rising frustration after unexplained session timeouts.,orange,support_thread,2026-03-05,posts about securehub show rising frustration after unexplained session timeouts
orange-0164,A growing thread complains about delayed account verification on CloudDesk.,orange,support_thread,2026-03-09,a growing thread complains about delayed account verification on clouddesk
orange-0075,Several users report unusual login prompts when trying to access OpenGate.,orange,public_post,2026-04-04,several users report unusual login prompts when trying to access opengate
red-0005,Public post mentions leaked SecureHub credentials and active exploitation attempts.,red,support_thread,2026-04-02,public post mentions leaked securehub credentials and active exploitation attempts
green-0129,Users discuss preferred dashboard layouts and reporting exports in SecureHub.,green,review,2026-05-01,users discuss preferred dashboard layouts and reporting exports in securehub
green-0005,The release notes describe visual improvements and accessibility fixes.,green,support_thread,2026-04-02,the release notes describe visual improvements and accessibility fixes
orange-0073,A support forum shows a sudden increase in complaints about blocked accounts on PayLink.,orange,forum,2026-03-22,a support forum shows a sudden increase in complaints about blocked accounts on paylink
green-0137,Users discuss preferred dashboard layouts and reporting exports in MarketBoard.,green,forum,2026-01-18,users discuss preferred dashboard layouts and reporting exports in marketboard
green-0158,The weekly newsletter highlights upcoming product webinars and customer stories.,green,review,2026-03-03,the weekly newsletter highlights upcoming product webinars and customer stories
red-0116,A paste site appears to expose internal tokens connected to OpenGate environments.,red,review,2026-02-21,a paste site appears to expose internal tokens connected to opengate environments
orange-0077,Some customers mention suspicious emails that look similar to SecureHub notifications.,orange,support_thread,2026-01-17,some customers mention suspicious emails that look similar to securehub notifications
red-0006,A paste site appears to expose internal tokens connected to SecureHub environments.,red,support_thread,2026-02-27,a paste site appears to expose internal tokens connected to securehub environments
orange-0087,A public review mentions unexpected payment declines and asks whether others saw the same issue.,orange,forum,2026-03-24,a public review mentions unexpected payment declines and asks whether others saw the same issue
red-0063,Multiple reports describe unauthorized withdrawals after account takeover on BrightPanel.,red,forum,2026-04-26,multiple reports describe unauthorized withdrawals after account takeover on brightpanel
green-0120,The weekly newsletter highlights upcoming product webinars and customer stories.,green,public_post,2026-01-19,the weekly newsletter highlights upcoming product webinars and customer stories
red-0087,Community moderators warn that attackers are actively bypassing two-factor checks on MarketBoard.,red,forum,2026-04-26,community moderators warn that attackers are actively bypassing two factor checks on marketboard
orange-0088,A community member asks if recent security warnings from MarketBoard are legitimate.,orange,news,2026-03-25,a community member asks if recent security warnings from marketboard are legitimate
orange-0105,Several users report unusual login prompts when trying to access MarketBoard.,orange,public_post,2026-04-20,several users report unusual login prompts when trying to access marketboard
red-0077,Public post mentions leaked DataPilot credentials and active exploitation attempts.,red,support_thread,2026-03-21,public post mentions leaked datapilot credentials and active exploitation attempts
green-0051,A blog post explains basic account settings and profile customization.,green,forum,2026-01-17,a blog post explains basic account settings and profile customization
orange-0187,Some customers mention suspicious emails that look similar to OpenGate notifications.,orange,news,2026-02-09,some customers mention suspicious emails that look similar to opengate notifications
green-0117,A customer shares a positive onboarding experience with the MarketBoard support team.,green,forum,2026-04-12,a customer shares a positive onboarding experience with the marketboard support team
green-0085,Users discuss preferred dashboard layouts and reporting exports in MarketBoard.,green,public_post,2026-03-03,users discuss preferred dashboard layouts and reporting exports in marketboard
orange-0186,Some customers mention suspicious emails that look similar to OpenGate notifications.,orange,support_thread,2026-01-11,some customers mention suspicious emails that look similar to opengate notifications
red-0163,A public message threatens to publish private customer data from BrightPanel tonight.,red,public_post,2026-02-20,a public message threatens to publish private customer data from brightpanel tonight
orange-0161,A growing thread complains about delayed account verification on SecureHub.,orange,support_thread,2026-02-25,a growing thread complains about delayed account verification on securehub
orange-0095,"Users describe repeated password reset messages, but no confirmed breach is reported.",orange,public_post,2026-02-26,users describe repeated password reset messages but no confirmed breach is reported
green-0121,The company announced a new interface update for CloudDesk with minor usability changes.,green,forum,2026-01-25,the company announced a new interface update for clouddesk with minor usability changes
orange-0078,A public review mentions unexpected payment declines and asks whether others saw the same issue.,orange,public_post,2026-04-17,a public review mentions unexpected payment declines and asks whether others saw the same issue
orange-0025,Several users report unusual login prompts when trying to access DataPilot.,orange,review,2026-01-12,several users report unusual login prompts when trying to access datapilot
green-0140,A customer shares a positive onboarding experience with the OpenGate support team.,green,news,2026-04-02,a customer shares a positive onboarding experience with the opengate support team
red-0182,Multiple reports describe unauthorized withdrawals after account takeover on MarketBoard.,red,support_thread,2026-03-26,multiple reports describe unauthorized withdrawals after account takeover on marketboard
red-0033,Several users claim that MarketBoard access was compromised after a suspicious reset campaign.,red,review,2026-04-09,several users claim that marketboard access was compromised after a suspicious reset campaign
green-0118,A blog post explains basic account settings and profile customization.,green,support_thread,2026-03-25,a blog post explains basic account settings and profile customization
orange-0122,Posts about OpenGate show rising frustration after unexplained session timeouts.,orange,news,2026-04-16,posts about opengate show rising frustration after unexplained session timeouts
orange-0111,A growing thread complains about delayed account verification on DataPilot.,orange,review,2026-02-27,a growing thread complains about delayed account verification on datapilot
orange-0178,"Users describe repeated password reset messages, but no confirmed breach is reported.",orange,news,2026-03-19,users describe repeated password reset messages but no confirmed breach is reported
green-0064,The weekly newsletter highlights upcoming product webinars and customer stories.,green,review,2026-04-12,the weekly newsletter highlights upcoming product webinars and customer stories
green-0046,A customer shares a positive onboarding experience with the PayLink support team.,green,news,2026-03-30,a customer shares a positive onboarding experience with the paylink support team
red-0102,Community moderators warn that attackers are actively bypassing two-factor checks on SecureHub.,red,news,2026-01-26,community moderators warn that attackers are actively bypassing two factor checks on securehub
red-0009,Multiple reports describe unauthorized withdrawals after account takeover on OpenGate.,red,forum,2026-01-14,multiple reports describe unauthorized withdrawals after account takeover on opengate
green-0159,A public article compares pricing options for several productivity platforms.,green,news,2026-02-03,a public article compares pricing options for several productivity platforms
green-0198,The weekly newsletter highlights upcoming product webinars and customer stories.,green,review,2026-02-22,the weekly newsletter highlights upcoming product webinars and customer stories
red-0170,A public message threatens to publish private customer data from DataPilot tonight.,red,news,2026-03-01,a public message threatens to publish private customer data from datapilot tonight
green-0033,A user asks how to change notification settings in the DataPilot mobile app.,green,review,2026-01-05,a user asks how to change notification settings in the datapilot mobile app
red-0062,A forum thread shares administrator passwords related to BrightPanel and asks others to test them.,red,news,2026-03-04,a forum thread shares administrator passwords related to brightpanel and asks others to test them
red-0131,Several users claim that DataPilot access was compromised after a suspicious reset campaign.,red,news,2026-01-18,several users claim that datapilot access was compromised after a suspicious reset campaign
orange-0155,A public review mentions unexpected payment declines and asks whether others saw the same issue.,orange,forum,2026-02-20,a public review mentions unexpected payment declines and asks whether others saw the same issue
orange-0037,A community member asks if recent security warnings from PayLink are legitimate.,orange,public_post,2026-02-19,a community member asks if recent security warnings from paylink are legitimate
red-0186,A public message threatens to publish private customer data from MarketBoard tonight.,red,public_post,2026-02-02,a public message threatens to publish private customer data from marketboard tonight
green-0007,Users discuss preferred dashboard layouts and reporting exports in DataPilot.,green,support_thread,2026-04-26,users discuss preferred dashboard layouts and reporting exports in datapilot
green-0173,A blog post explains basic account settings and profile customization.,green,public_post,2026-03-29,a blog post explains basic account settings and profile customization
orange-0010,A support forum shows a sudden increase in complaints about blocked accounts on SecureHub.,orange,forum,2026-02-24,a support forum shows a sudden increase in complaints about blocked accounts on securehub
red-0192,A forum thread shares administrator passwords related to MarketBoard and asks others to test them.,red,forum,2026-01-06,a forum thread shares administrator passwords related to marketboard and asks others to test them
